trace,policy,avg_l1d_coverage,avg_l1d_accuracy,total_ipc,is_best_fixed_policy
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.516415182907,0.737233775095,145.254257217651,yes
462.libquantum-1343B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.516273005889,0.737226862014,145.198064432230,no
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.010083020628,0.027688652360,185.984649815165,no
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.010082651490,0.027697734249,185.982349803400,no
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.010083020628,0.027688652360,185.984649815165,no
464.h264ref-30B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.010082651490,0.027697734249,185.982349803400,no
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.031497177263,0.318568481579,186.449519597359,no
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.031497177263,0.318568481579,186.449519597359,no
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.031497177263,0.318568481579,186.449519597359,no
464.h264ref-30B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.031497177263,0.318568481579,186.449519597359,yes
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.041467727780,0.020219378533,92.530194174416,no
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.041493475612,0.020222550460,92.530264579541,yes
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.041438049149,0.020204314222,92.521458422442,no
465.tonto-1914B,l1d_prefetcher-berti_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.041463511754,0.020207486096,92.519931265154,no
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.071194184821,0.495590432138,92.481530741126,no
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-barca_l2c_replacement-mockingjay,0.071194184821,0.495590432138,92.481607945198,no
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-PACIPV,0.071147002381,0.495135718277,92.511212617763,no
465.tonto-1914B,l1d_prefetcher-gaze_l1i_prefetcher-entangling_l2c_replacement-mockingjay,0.071147002381,0.495135718277,92.511290052993,no
470.lbm-1274B,l1d_prefetcher-berti_l1i_prefetcher-barca_l2c_replacement-PACIPV,0.024949349482,0.069180483034,129.066632563294,no
